state,city,name,lat,lon
Arkansas,Little Rock,Applegate,34.6963538,-92.3313085
Arkansas,Little Rock,Shiloh,34.6500928,-92.3773762
Arkansas,Little Rock,Beverly Terrace,34.6823148,-92.3557087
Arkansas,Little Rock,Lamarche,34.7866093,-92.4605019
Arkansas,Little Rock,Wildwood Ridge,34.7757996,-92.4819867
Arkansas,Little Rock,Meadowcliff/ Brookwood,34.6950026,-92.3528353
Arkansas,Little Rock,South Brookwood,34.688557,-92.3584693
Arkansas,Little Rock,Greenwood Acres,34.6958728,-92.3846908
Arkansas,Little Rock,University Park,34.7432436,-92.3472992
Arkansas,Little Rock,Kanis Village,34.7380963,-92.366373
Arkansas,Little Rock,Leander,34.7374136,-92.3539258
Arkansas,Little Rock,Broadmoor,34.730641,-92.3481654
Arkansas,Little Rock,Point O'Woods,34.732628,-92.3449897
Arkansas,Little Rock,Challain Place,34.8087641,-92.5042893
Arkansas,Little Rock,Broadmoor North,34.7376263,-92.343625
Arkansas,Little Rock,College Terrace,34.7216499,-92.3448373
Arkansas,Little Rock,Sezanne Court,34.7732716,-92.4803259
Arkansas,Springdale,Springdale Gardens,38.9359447,-76.8513607
Arkansas,Springdale,Ardmore,38.9334447,-76.8519162
Arkansas,Springdale,Fox Hollow,39.876734,-74.9462757
Arkansas,Springdale,Cherry Run,39.8742675,-74.9354461
Arkansas,Springdale,Ramsgate,39.8715367,-74.9438145
Arkansas,Springdale,Concorde at Charter Oak,39.8739465,-74.9401706
Arkansas,Springdale,Cherrywood Estates,39.8752015,-74.937034
Arkansas,Springdale,Chanticleer,39.8710595,-74.9518769
Arkansas,Springdale,Country Walk,39.8744725,-74.9598087
Arkansas,Springdale,Springdale,39.4783571,-76.6075748
California,Alhambra,Barrio de San Antón,38.9013782,-3.0474592
California,Auburn,Stuck,47.2851691,-122.2263219
California,Auburn,Granite Hills,32.6337447,-85.4849494
California,Auburn,Shelton Woods,32.6233376,-85.4738423
California,Auburn,Pickwood,32.6255439,-85.4765371
California,Auburn,Cedar Brook,32.6293174,-85.4853436
California,Auburn,Murphy Corner,44.0409075,-70.2333873
California,Auburn,Penley Corner,44.0511855,-70.2000538
California,Auburn,Rowe Corner,44.0536739,-70.2269882
California,Auburn,Auburn Plains,44.1759049,-70.2317215
California,Auburn,New Auburn,44.0834068,-70.2228319
California,Auburn,Marston Corner,44.0506292,-70.2761657
California,Auburn,Royal Corner,44.0186856,-70.2389427
California,Auburn,Rumford Junction,44.0542404,-70.2497764
California,Auburn,West Auburn,44.1567384,-70.2808888
California,Auburn,East Auburn,44.1434598,-70.2276771
California,Auburn,Youngs Corner,44.1272944,-70.2711662
California,Auburn,Danville Corner,44.0361851,-70.2558875
California,Auburn,North Auburn,44.1757869,-70.2735111
California,Auburn,Stevens Mill,44.0878508,-70.2619991
California,Auburn,Danville,44.0222964,-70.2656097
California,Auburn,Lewiston Junction,44.0461846,-70.2983882
California,Auburn,Harmons Corner,44.0397965,-70.2225539
California,Auburn,Littlefield Corner,44.06674,-70.2706101
California,Auburn,Haskell Corner,44.077573,-70.2914438
California,Auburn,East Lake,32.5753341,-85.4349863
California,Auburn,Bent Brooke,32.5836905,-85.4353137
California,Auburn,Auburn University Club,32.6299692,-85.5122373
California,Berkeley,Thousand Oaks,37.8953226,-122.2814103
California,Berkeley,West Berkeley,37.8689508,-122.2968266
California,Berkeley,South Berkeley,37.857735,-122.2728232
California,Berkeley,Cragmont,37.8952031,-122.264969
California,Berkeley,North Berkeley,37.8779506,-122.2736819
California,Berkeley,Northside,37.8760517,-122.2603113
California,Berkeley,Elmwood,37.8577846,-122.2538687
California,Berkeley,Northbrae,37.8881843,-122.2756051
California,Berkeley,Panoramic Hill,37.8691558,-122.2457524
California,Berkeley,Claremont,37.8560904,-122.2451996
California,Berkeley,Westbrae,37.8813402,-122.2898561
California,Berkeley,Southside,37.8669536,-122.2584151
California,Berkeley,Downtown Berkeley,37.8698572,-122.2679084
California,Berkeley,Gourmet Ghetto,37.8798299,-122.2692597
California,Berkeley,Berkeley Hills,37.8896572,-122.2586309
California,Berkeley,Berkeley Marina,37.8678664,-122.3130528
California,Berkeley,Central Berkeley,37.8704949,-122.2819577
California,Berkeley,Harmon Tract,37.8488564,-122.2780125
California,Berkeley,La Loma Park,37.8846938,-122.2526484
California,Berkeley,LeConte,37.8610657,-122.2632725
California,Berkeley,Lorin,37.8488071,-122.2715908
California,Berkeley,Ocean View,37.873622,-122.3019217
California,Berkeley,Poets Corner,37.8653159,-122.2861033
California,Berkeley,San Pablo Park,37.8566519,-122.2841586
California,Beverly Hills,Trousdale Estates,34.1050082,-118.3953567
California,Beverly Hills,Beverly Hills,39.3390131,-76.5691697
California,Beverly Hills,Beverly Hills,14.5844148,121.1585398
California,Beverly Hills,The Flats,34.076366,-118.4076933
California,Chula Vista,Harbor Side,32.610055,-117.0814173
California,Chula Vista,Castle Park,32.6103329,-117.0675278
California,Chula Vista,Boal,32.6136659,-117.0891954
California,Chula Vista,Rancho del Rey,32.6408879,-117.0147482
California,Chula Vista,Eastlake Greens,32.6433885,-116.9625246
California,Chula Vista,Cockatoo Grove,32.6431105,-116.983914
California,Chula Vista,Otay,32.5947777,-117.0644718
California,Chula Vista,Sunny Vista,32.6447763,-117.0680838
California,Chula Vista,Eastlake,32.6597767,-116.9789141
California,Chula Vista,Chula Vista Layout,18.4041058,-88.3888402
California,Chula Vista,Cota Vera,32.6042475,-116.9792853
California,Chula Vista,Montecito,32.6132291,-116.9933828
California,Chula Vista,Wolf Canyon,32.6130776,-116.9770834
California,Chula Vista,Hillsborough,32.6226044,-116.980742
California,Chula Vista,Escaya,32.5978963,-116.9986163
California,Claremont,Lower Village District,43.3742403,-72.3406449
California,Claremont,Central Business District Historic District,43.3718872,-72.3369588
California,Claremont,Abbotsfield,-42.7883304,147.2362991
California,Claremont,Windermere,-42.7968998,147.260448
California,Claremont,Cadbury,-42.7895908,147.2646829
California,Concord,Four Corners,37.9563116,-122.0394068
California,Concord,West Concord,35.3879186,-80.5956226
California,Concord,North Concord,35.4343066,-80.6206231
California,Concord,Concord Heights,43.2125812,-71.5097933
California,Concord,Turtle Creek,37.9574989,-121.9901901
California,Concord,South End,43.1937495,-71.5392821
California,Concord,West End,43.2041041,-71.5485153
California,Concord,Riverwalk,35.3832556,-80.6864167
California,Corona,Pepper Corner,33.8516705,-117.5507827
California,Corona,Las Palmas,33.8723826,-117.5512414
California,Corona,Jasmine Springs,33.8715907,-117.5506496
California,Danville,Almagro,36.5706943,-79.3883557
California,Danville,Robinwood,36.6362491,-79.4011347
California,Danville,Virginia Hills,36.6293047,-79.4016901
California,Danville,Edgewood,36.5626387,-79.4433573
California,Danville,Pinetag,36.5515276,-79.4555797
California,Danville,Stokesland,36.5495832,-79.4605798
California,Danville,Tanglewydle,36.6106939,-79.3753003
California,Danville,Sandy Shores,36.5895828,-79.4372463
California,Danville,Beverstone Park,36.5829163,-79.4108566
California,Danville,Wyndover Woods,36.5893051,-79.4600248
California,Danville,Woodbury Hills,36.604305,-79.4086345
California,Danville,Pleasant Grove,36.5445834,-79.3941889
California,Danville,Chatham Hills,36.626527,-79.3936344
California,Danville,Druid Hills,36.561266,-79.4200464
California,Danville,Withers Park,36.5529165,-79.4647467
California,Danville,Grove Park,36.5634919,-79.4006275
California,Danville,Glenwood,36.5887497,-79.3661331
California,Danville,Surry Hills,36.5981939,-79.4711364
California,Danville,Northbrook Park,36.6379157,-79.3930789
California,Danville,Green Acres,36.5787498,-79.3502992
California,Danville,Windsor Heights,36.5787496,-79.441413
California,Danville,Norwood Park,36.6254159,-79.3814118
California,Danville,Seminole Hills,36.6298602,-79.3789117
California,Danville,Fox Hollow,36.6090271,-79.4841924
California,Danville,Brentwood Park,36.6206937,-79.387523
California,Danville,Afton Hills,36.641249,-79.3969679
California,Danville,Donna Estates,36.6168049,-79.4039124
California,Danville,Danville Estates,36.6212492,-79.4000234
California,Danville,Major Court,36.6293047,-79.3955789
California,Danville,Westover Hills,36.6004161,-79.467803
California,Danville,Rutledge Creek Park,36.5570831,-79.4497463
California,Danville,Starmount Forest,36.6076383,-79.4039122
California,Danville,Newton,36.5618054,-79.4519686
California,Danville,Birnam Wood,36.5920827,-79.4778032
California,Danville,Cedar Park,36.5556943,-79.4672468
California,Danville,Country Club West,36.5690275,-79.440024
California,Danville,Temple Terrace,36.6237492,-79.3944677
California,Danville,Miller Park,36.5751386,-79.408912
California,Danville,Forest Hills,36.5806942,-79.4183568
California,Danville,Swain Acres,36.6276381,-79.3814118
California,Danville,Beverly Park,36.6390268,-79.3986347
California,Danville,Lakewood,36.5806944,-79.30502
California,Danville,Dundee,36.5915274,-79.3758556
California,Danville,Sherwood Forest,36.6004162,-79.4014121
California,Danville,Schoolfield,36.5637498,-79.4272457
California,Danville,New Design,36.6337491,-79.3975235
California,Danville,Springfield,36.5640276,-79.433357
California,Danville,Oak Hills,36.590694,-79.4700251
California,Danville,Pine Crest,36.6162493,-79.3919675
California,Danville,Shadowwood Park,36.6395823,-79.4022459
California,Danville,Wedgewood,36.5654164,-79.4564133
California,Danville,Turnpike Townhome Apartments,36.6431755,-79.3986845
California,Danville,Danville Mobile Home Court,36.6112172,-79.4045446
California,El Cajon,Bostonia,32.8075509,-116.9364153
California,El Cajon,Hillsdale,32.7792185,-116.9280813
California,El Cajon,Cajon Heights,32.7911619,-116.9761383
California,El Monte,Villa El Loa,-33.6992266,-71.0548198
California,El Monte,Villa Los Poetas,-33.6977134,-71.05364
California,El Monte,Villa Edén,-33.6775149,-70.9949157
California,El Monte,Pedro de Valdivia,-33.6837756,-70.9929496
California,El Monte,Villa 11 de Septiembre,-33.6850344,-70.9944758
California,El Monte,Villa Los Párrocos,-33.6769368,-70.9908199
California,El Monte,Villa Colonial,-33.677343,-70.9897175
California,El Monte,Villa Cuarzo,-33.6772113,-70.9886313
California,El Monte,San Francisco,-33.6766578,-70.9869146
California,El Monte,Altos del Monte,-33.6733275,-70.9868556
California,El Monte,Villa América,-33.6894534,-71.0343294
California,El Monte,Villa Santa Blanca,-33.6859204,-71.0266221
California,El Monte,Villa Álamos de Lo Chacón,-33.6856347,-71.0230279
California,El Monte,Villa Lo Chacón,-33.6857999,-71.020748
California,El Monte,Villa Bicentenario,-33.6864561,-71.0129964
California,El Monte,Villa Las Camelias,-33.6849295,-71.0071546
California,El Monte,Villa Los Cipreses,-33.6834921,-71.0043088
California,El Monte,Pilar de La Colonia,-33.6833538,-71.0028148
California,El Monte,Los Libertadores,-33.682519,-71.0013878
California,El Monte,Población Los Héroes,-33.6749792,-70.9762019
California,El Monte,Villa Los Ediles,-33.6753051,-70.9833124
California,El Monte,Conjunto El Alba,-33.6736176,-70.9891516
California,El Monte,Villa Los Caciques,-33.6815548,-70.9873438
California,El Monte,Población Manuel Rodríguez,-33.6799657,-70.9833688
California,Fremont,Snoboy,37.5113263,-121.9463483
California,Fremont,Curtner,37.4696605,-121.9235693
California,Fremont,Niles Junction,37.576324,-121.971349
California,Fremont,Paradise Estates,41.4199996,-96.497803
California,Fremont,Downtown Fremont Historic District,41.3454547,-83.1134642
California,Fresno,Highway City,36.8107807,-119.8848731
California,Fresno,Figarden,36.8227256,-119.8623722
California,Fresno,Herndon,36.8366136,-119.9173752
California,Fresno,El Truco,5.1520842,-75.0451051
California,Fresno,Alto de la Cruz,5.1531275,-75.0432626
California,Fresno,El Pedrero,5.1531521,-75.0413709
California,Fresno,Colombia,5.1555456,-75.039627
California,Fresno,El Obrero,5.1541954,-75.0397071
California,Fresno,La Abundancia,5.1524166,-75.0388389
California,Fresno,Centro,5.1521291,-75.0366354
California,Fresno,Sor Julia,5.154086,-75.0366159
California,Fresno,Juan B,5.1551505,-75.037437
California,Fresno,Centenario,5.1502086,-75.0359576
California,Fresno,Niña Maria,5.156913,-75.0353914
California,Fresno,La Esperanza,5.1544244,-75.0345136
California,Fresno,El Estadio,5.15238,-75.0335227
California,Fresno,Villa del Prado,5.1514706,-75.0340677
California,Fresno,Simón Bolívar,5.1508572,-75.032737
California,Fresno,Nuevo Horizonte,5.1522037,-75.0319796
California,Fresno,Villa Maria,5.1529722,-75.0320787
California,Fresno,La Pradera,5.1525421,-75.0307479
California,Fresno,El Brito,5.1529722,-75.0301817
California,Fresno,La Chapolera,5.1510546,-75.0287589
California,Fresno,San Luis,5.1515058,-75.0248799
California,Fresno,San pedro,5.1554544,-75.0328871
California,Fresno,Santa Ana,5.1576915,-75.0328124
California,Fresno,Santo Domingo,5.1589334,-75.035535
California,Fresno,Caldas,5.1605659,-75.0365344
California,Fullerton,Hawks Pointe,33.9027334,-117.9806883
California,Inglewood,Inglewood,53.5644581,-113.540708
California,Inglewood,Inglewood,43.0587057,-88.00125
California,Inglewood,Inglewood,53.6493174,-113.6238867
California,Lancaster,West End,54.0652671,-2.8790168
California,Lancaster,Hilltop Acres,40.0331535,-76.2680132
California,Lancaster,Sunnyside,40.0262914,-76.2831624
California,Lancaster,Conestoga Gardens,40.0323201,-76.2771802
California,Lancaster,Lancaster Historic District,39.7150643,-82.598496
California,Lancaster,Lancaster West Main Street Historic District,39.7139532,-82.6032185
California,Lancaster,Square 13 Historic District,39.714231,-82.6001628
California,Lancaster,Four Lane Ends,53.9781618,-2.7357342
California,Lancaster,Primrose,54.0431818,-2.7917834
California,Lancaster,Heysham Village,54.0466205,-2.8995861
California,Lancaster,Higher Heysham,54.0456189,-2.8900803
California,Lancaster,Bowland College,54.0108693,-2.7859001
California,Lancaster,The County College,54.0125279,-2.7845262
California,Lancaster,Furness College,54.0094732,-2.7839459
California,Lancaster,Fylde College,54.0087966,-2.7843747
California,Lancaster,Grizedale College,54.0068478,-2.7860901
California,Lancaster,Pendle College,54.0061726,-2.7856849
California,Lancaster,The Quayside,54.0537065,-2.8056582
California,Lancaster,Castle and Priory Precinct,54.0492989,-2.8049014
California,Lancaster,Mill Creek Estates,32.5909935,-96.8011533
California,Lancaster,Poulton-le-Sands,54.0738293,-2.8589259
California,Lancaster,Vespera Gardens,13.1985125,-59.6183644
California,Lancaster,Central Business District,40.0376821,-76.3063091
California,Lancaster,Musser Park,40.0417511,-76.3013742
California,Lancaster,Mussertown,40.0362147,-76.3003382
California,Lancaster,Churchtowne,40.0311451,-76.3010167
California,Lancaster,Southside,40.0297225,-76.3056979
California,Lancaster,Cabbage Hill,40.0325468,-76.312741
California,Lancaster,Prospect Heights,40.0245566,-76.3156573
California,Lancaster,West End,40.0346949,-76.3202782
California,Lancaster,Chestnut Hill,40.0419716,-76.314586
California,Lancaster,College Park,40.0435107,-76.3227504
California,Lancaster,Stadium District,40.050554,-76.313747
California,Lancaster,Ross,40.0502553,-76.301404
California,Lancaster,East Side,40.0445108,-76.2901123
California,Lancaster,Conestoga Heights,40.0285599,-76.2898879
California,Lancaster,Stevens,40.0352548,-76.2920733
California,Lancaster,Lancaster Heights,45.3360931,-74.46553
California,Livermore,Trevarno,37.6904854,-121.7474527
California,Livermore,North Livermore,44.4422877,-70.2178362
California,Livermore,Livermore Center,44.4089553,-70.1797794
California,Livermore,South Livermore,44.3684006,-70.2050569
California,Livermore,Springtown,37.7127763,-121.7385559
California,Livermore,Danbury Park,37.7110193,-121.7285024
California,Livermore,Parklane Estates,37.7165022,-121.7279236
California,Livermore,Danbury Park II,37.7155516,-121.7279772
California,Livermore,Saddleback,37.7288497,-121.7309384
California,Livermore,Greenville North,37.7230963,-121.728342
California,Livermore,Villa Chardonnay,37.7089958,-121.731375
California,Livermore,Arrowhead Estates,37.7162696,-121.731654
California,Livermore,Regency,37.7143685,-121.7316433
California,Livermore,Driftwood Gardens Apartments,37.7051252,-121.736718
California,Livermore,Sunrise Mobile Home Park,37.7059316,-121.7350014
California,Livermore,Spring Valley,37.711958,-121.749657
California,Livermore,Proud Country,37.7220575,-121.7449148
California,Livermore,Portola Glen,37.6921491,-121.7581583
California,Livermore,Portola Meadows,37.6943054,-121.7775989
California,Livermore,The Reserve,37.693847,-121.7744768
California,Livermore,The Meadows,37.6930914,-121.7691446
California,Livermore,The Estate Collection,37.6966316,-121.7481912
California,Livermore,Amber Ridge,37.6943564,-121.751721
California,Livermore,Montrose,37.697455,-121.7534912
California,Livermore,The Grove,37.6884963,-121.7453095
California,Livermore,Creekside,37.7136651,-121.7189589
California,Livermore,California Mountain View,37.7164532,-121.719372
California,Livermore,Dover Place,37.7152124,-121.7222339
California,Livermore,Scenic Links,37.7162113,-121.7222312
California,Livermore,Forget Me Not,37.7141786,-121.7221722
California,Livermore,The Cottages,37.7185289,-121.7210397
California,Livermore,Maralisa,37.7213889,-121.7204818
California,Livermore,Altamar Meadows,37.7214313,-121.7229708
California,Livermore,Rose Gate Common,37.7184016,-121.7230459
California,Livermore,Maralisa Courtyard,37.7236887,-121.7210718
California,Livermore,California Promenade,37.7190721,-121.714259
California,Livermore,Mill Creek,37.722263,-121.7123278
California,Livermore,The Bluffs,37.7287548,-121.7129287
California,Livermore,Sandhurst,37.6617709,-121.8025743
California,Livermore,Vinsanto II,37.6625705,-121.804308
California,Livermore,Magnolia Place,37.7127511,-121.7258828
California,Livermore,Centra,37.7113719,-121.72643
California,Livermore,Autumn Springs,37.6973843,-121.7816027
California,Livermore,Village II,37.6898947,-121.7366321
California,Los Angeles,Wildasin,33.9892608,-118.2992618
California,Los Angeles,Van Ness,33.9830173,-118.3196032
California,Los Angeles,Watts,33.9405897,-118.2428984
California,Los Angeles,Silver Lake Heights,34.0994542,-118.2564635
California,Los Angeles,Stonehurst,34.251114,-118.3703581
California,Los Angeles,Newton Park,34.0908431,-118.1792385
California,Los Angeles,Mission Hills,34.2572249,-118.4670285
California,Los Angeles,Westgate Heights,34.0663976,-118.4731361
California,Los Angeles,Raymer,34.2147263,-118.4653611
California,Los Angeles,Ironsides,33.8111279,-118.3061834
California,Los Angeles,Garnsey,34.1687712,-118.402216
California,Los Angeles,Carthay,34.0611213,-118.3672997
California,Los Angeles,Sentous,34.0256203,-118.369573
California,Los Angeles,Dayton Avenue,34.0838993,-118.222573
California,Los Angeles,Westwood Village,34.0596491,-118.4446343
California,Los Angeles,Village Green,34.0198711,-118.360664
California,Los Angeles,Dolanco Junction,33.846206,-118.2994251
California,Los Angeles,Lake View Terrace,34.2763908,-118.3611912
California,Los Angeles,Riviera,34.0577625,-118.5015745
California,Los Angeles,Lakeside Park,34.2259884,-118.6498401
California,Los Angeles,Country Club Park,34.050289,-118.3211871
California,Los Angeles,Roosevelt,33.8647381,-118.3036841
California,Los Angeles,Brentwood Park,34.0550089,-118.4881363
California,Los Angeles,Saint James Park,34.0311237,-118.280074
California,Los Angeles,Mount Washington,34.0988396,-118.2211069
California,Los Angeles,Omaha Heights,34.0813991,-118.1884055
California,Los Angeles,New Chinatown,34.0625115,-118.2389626
California,Los Angeles,Baird Park,34.0869544,-118.1811831
California,Los Angeles,Nevin,34.0141804,-118.2461846
California,Los Angeles,Castellammare,34.0425086,-118.5611935
California,Los Angeles,South Carthay,34.0561214,-118.3734109
California,Los Angeles,Park La Brea,34.0674016,-118.3552363
California,Los Angeles,Brentwood Heights,34.0636199,-118.4748028
California,Los Angeles,Rose Hill,34.0819547,-118.1967391
California,Los Angeles,Hewitt,34.199727,-118.3900804
California,Los Angeles,Beverly Glen,34.1077855,-118.4456361
California,Los Angeles,Dogtown,34.0639219,-118.2305651
California,Los Angeles,Venice Canal Historic District,33.9841779,-118.466189
California,Los Angeles,Whitley Heights Historic District,34.1073786,-118.3336294
California,Los Angeles,Wilton Historic District,34.0722326,-118.3142427
California,Los Angeles,Culver Garden,33.9938124,-118.4280374
California,Los Angeles,Little Armenia,34.0981716,-118.3044966
California,Los Angeles,Vespasiano Martins,-20.5530393,-54.6362539
California,Los Angeles,Fauze Saueia,-20.5468472,-54.6249161
California,Los Angeles,Francisco Espinhosa,-20.5459643,-54.6314778
California,Los Angeles,Los Angeles,-20.5516189,-54.6268891
California,Los Angeles,Morada do Sol,-20.5509947,-54.6333702
California,Los Angeles,Sumatra,-20.5515629,-54.6321402
California,Los Angeles,Terra Morena,-20.5462369,-54.6373917
California,Los Angeles,Uirapuru,-20.5597838,-54.627761
California,Los Angeles,Sunset Junction,34.0926493,-118.280795
California,Los Angeles,Los Angeles,-19.901172,-44.0723364
California,Los Angeles,Los Angeles,-20.0143345,-44.0442394
California,Los Angeles,Beverlywood,34.0459334,-118.39492
California,Los Angeles,Thai Town,34.1018533,-118.3048616
California,Los Angeles,Bicycle District,34.0837112,-118.2949577
California,Los Angeles,Beachwood Canyon,34.1222919,-118.3213845
California,Los Angeles,Victoria Park,34.0466887,-118.3307729
California,Los Angeles,Larchmont,34.0798375,-118.3178702
California,Los Angeles,Alla,33.9815928,-118.4296807
California,Los Angeles,Harvard Park,33.9839471,-118.3046228
California,Los Angeles,Chesterfield Square,33.9834737,-118.3136513
California,Los Angeles,Harvard Heights,34.0471105,-118.3054828
California,Los Angeles,Hollywood Hills West,34.1104847,-118.3733879
California,Los Angeles,Toluca Lake,34.1521688,-118.357141
California,Los Angeles,The Heights at Porter Ranch,34.2835652,-118.5674742
California,Los Angeles,North Hills East,34.2355447,-118.4676065
California,Los Angeles,Corterra,34.2433098,-118.454937
California,Los Angeles,Carey Ranch,34.290742,-118.46227
California,Los Angeles,Sylmar Acres,34.3048749,-118.4733005
California,Los Angeles,Village Green,34.2936139,-118.4491444
California,Los Angeles,Sawtelle Japantown,34.0395703,-118.4424952
California,Los Angeles,Alvarado Terrace Historic District,34.0451045,-118.2812397
California,Los Angeles,Miracle Mile,34.0624027,-118.3515073
California,Los Angeles,Castle Heights,34.0338481,-118.3964001
California,Los Angeles,Tehrangeles,34.055292,-118.4417931
California,Los Angeles,Reynier Village,34.0361621,-118.3861663
California,Los Angeles,Holmby Hills,34.0744671,-118.4300117
California,Los Angeles,Westside Village,34.0274472,-118.4211471
California,Los Angeles,Westdale,34.0225678,-118.4341071
California,Los Angeles,Little Ethiopia,34.0568295,-118.3644199
California,Los Angeles,Shadow Glen Estates,34.3153782,-118.4581735
California,Los Angeles,Brentwood Glen,34.0666691,-118.4630509
California,Los Angeles,Leimert Park Village,34.0042617,-118.3315129
California,Los Angeles,Jewelry District,34.0457511,-118.2544247
California,Los Angeles,Gallery Row,34.0465519,-118.2495584
California,Los Angeles,Toy District,34.0465687,-118.2454288
California,Los Angeles,Pueblo de Los Ángeles,34.0566567,-118.2392537
California,Los Angeles,California Country Club Estates,34.0350944,-118.4046927
California,Los Angeles,Virgil Village,34.0861835,-118.2875682
California,Los Angeles,The Legends at Cascades,34.3243072,-118.4942347
California,Los Angeles,Cagney Ranch Estates,34.2958601,-118.5363169
California,Los Angeles,Little Bangladesh,34.0690466,-118.2954277
California,Los Angeles,Brentwood Village,34.0647246,-118.4700986
California,Oakland,Eastmont,37.769095,-122.1721886
California,Oakland,Elmhurst,37.7518732,-122.1719108
California,Oakland,Melrose,37.7699284,-122.2052453
California,Oakland,Chinatown,37.7999301,-122.2702386
California,Oakland,Seminary Park,37.7735394,-122.1877447
California,Oakland,Highland Park,37.7977056,-122.2274682
California,Oakland,Brookfield Village,37.7352072,-122.1860779
California,Oakland,Lockwood Gardens,37.7615953,-122.1966339
California,Oakland,Oakland,36.0355926,-83.9091792
California,Oakland,Tyler Corner,44.5928425,-69.7594936
California,Oakland,Jingletown,37.7774018,-122.2344359
California,Oakland,Idora Park,37.8424559,-122.2631569
California,Oakland,Jack London Square,37.7957886,-122.2746851
California,Oakland,Old Oakland Historic District,37.8013168,-122.2746915
California,Oakland,Pill Hill,37.8202051,-122.264135
California,Oakland,Lakeside,37.8038335,-122.2630807
California,Oakland,Rockridge,37.8436457,-122.2478372
California,Oakland,Dimond District,37.7997827,-122.2145767
California,Oakland,Temescal,37.8359923,-122.2625954
California,Oakland,Montclair,37.8267683,-122.2096725
California,Oakland,Piedmont Avenue,37.8276971,-122.2510043
California,Oakland,Uptown,37.8092757,-122.2699467
California,Oakland,Financial District,37.8099237,-122.2649406
California,Oakland,Adams Point,37.810403,-122.2559026
California,Oakland,Downtown,37.8036295,-122.2715244
California,Oakland,Koreatown Northgate,37.8163018,-122.2679082
California,Oakland,Westlake,37.8168101,-122.2592824
California,Oakland,Laurel,37.7912173,-122.1971811
California,Oakland,Fruitvale,37.7773079,-122.2252256
California,Oakland,Grand Lake,37.8116147,-122.2463535
California,Oakland,Oakmore Highlands,37.8082408,-122.214838
California,Oakland,San Antonio,37.790779,-122.2437556
California,Oakland,Harrison/Oakland,37.8171154,-122.2570779
California,Oakland,Lower Bottoms,37.8104219,-122.2993142
California,Oakland,South Prescott,37.8044195,-122.2981304
California,Oakland,Broadway Auto Row,37.8244372,-122.2586352
California,Oakland,Mosswood,37.8246406,-122.2638655
California,Oakland,Longfellow,37.8330999,-122.2718931
California,Oakland,Hoover-Foster,37.8213206,-122.2729445
California,Oakland,Oak Glen Park,37.8201884,-122.2594957
California,Oakland,Civic Center,37.8005844,-122.2647345
California,Oakland,Lakeshore,37.8114508,-122.2427168
California,Oakland,Trestle Glen,37.8083755,-122.2381581
California,Oakland,Cleveland Heights,37.8045458,-122.2453249
California,Oakland,San Pablo Gateway,37.808924,-122.2738754
California,Oakland,Glenview,37.8072396,-122.2214432
California,Oakland,Golden Gate,37.8417776,-122.2827531
California,Oakland,Millsmont,37.7753772,-122.1792655
California,Oakland,Upper Rockridge,37.8450458,-122.2377457
California,Oakland,7th Street Historic District,37.8066052,-122.3001107
California,Oakland,Piedmont Pines,37.8228024,-122.1947694
California,Oakland,Eastlake,37.7982846,-122.2492509
California,Oakland,Maxwell Park,37.7789444,-122.1959388
California,Oakland,Clinton,37.7956457,-122.252983
California,Orange,Larmond,38.2667988,-78.1205567
California,Orange,Orange Center Historic District,42.589809,-72.309529
California,Orange,Orange Center Historic District,41.2767638,-73.0251054
California,Pasadena,Oak Knoll,34.1244525,-118.1359039
California,Pasadena,Greenlawn Shores,39.1798307,-76.5716312
California,Pasadena,Solley,39.170942,-76.5544083
California,Pasadena,Turf Valley,39.131776,-76.5413522
California,Pasadena,Bohemia Beach,39.1889972,-76.571909
California,Pasadena,Solley Park,39.1814974,-76.5505193
California,Pasadena,Aspen Park,39.135387,-76.5496858
California,Pasadena,Greenlawn Beach,39.1845528,-76.5752425
California,Pasadena,Foremans Corner,39.1859418,-76.5516305
California,Pasadena,Pasadena,10.9468726,-74.7706825
California,Pasadena,Creekside Village,39.1693317,-76.5716728
California,Pasadena,Madison Heights,34.132798,-118.1414869
California,Pasadena,Bungalow Heaven,34.1612451,-118.127187
California,Pasadena,Orange Heights,34.1622749,-118.1395252
California,Pasadena,Lamanda Park,34.1461445,-118.0944436
California,Pasadena,Washington Square,34.1654305,-118.1347738
California,Pasadena,Normandie Heights,34.1700455,-118.1395588
California,Pasadena,Craftsman Heights,34.166637,-118.1394314
California,Pasadena,Benitez Residences,14.608246,121.033688
California,Porterville,Nanceville,36.0693968,-119.073159
California,Porterville,Westfield,36.0910631,-119.0445468
California,Richmond,Point Richmond,37.9240915,-122.3891383
California,Richmond,East Richmond,37.9418855,-122.3207679
California,Richmond,Atchison Village,37.9337461,-122.3713179
California,Richmond,Easter Hill Village,37.9235358,-122.3444151
California,Richmond,Cedar Farms,37.4640368,-77.4855407
California,Richmond,Brookbury,37.4640368,-77.4913743
California,Richmond,Willow Oaks,37.5404247,-77.5119302
California,Richmond,Ampthill Heights,37.4643144,-77.4552618
California,Richmond,Old Gun,37.5345917,-77.592211
California,Richmond,Chippenham Village,37.5337582,-77.5360979
California,Richmond,Forest Hill Farms,37.529036,-77.5116525
California,Richmond,The Mews,37.4932031,-77.4805404
California,Richmond,South Garden,37.483481,-77.4913742
California,Richmond,Westover Gardens,37.5207267,-77.5240647
California,Richmond,Staffordshire,37.5351473,-77.5855441
